,player_id,goals,assists,minutes_played,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,log_minutes_played,log_highest_value
11,32467,80,96,40796,Ivan,Rakitic,Ivan Rakitic,2023,368,ivan-rakitic,Switzerland,Möhlin,Croatia,1988-03-10,Central Midfield,Midfield,right,184.0,2025-06-30 00:00:00,AC Talent,https://img.a.transfermarkt.technology/portrait/header/32467-1688726103.jpg?lm=1,https://www.transfermarkt.co.uk/ivan-rakitic/profil/spieler/32467,ES1,Sevilla FC,3500000.0,70000000.0,10.616339316370409,18.064005800013632
12,32711,46,54,16994,Patrick,Herrmann,Patrick Herrmann,2023,18,patrick-herrmann,Germany,Uchtelfangen,Germany,1991-02-12,Right Winger,Attack,right,179.0,,PRO Profil GmbH,https://img.a.transfermarkt.technology/portrait/header/32711-1662966551.jpg?lm=1,https://www.transfermarkt.co.uk/patrick-herrmann/profil/spieler/32711,L1,Borussia Mönchengladbach,1000000.0,12000000.0,9.740615619563487,16.300417207752275
13,33763,7,6,2419,Massimo,Coda,Massimo Coda,2023,252,massimo-coda,Italy,Cava de' Tirreni,Italy,1988-11-10,Centre-Forward,Attack,right,184.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/33763-1692964067.jpg?lm=1,https://www.transfermarkt.co.uk/massimo-coda/profil/spieler/33763,IT1,Genoa CFC,1000000.0,1900000.0,7.791109510610028,14.457364444136669
14,34601,110,50,28551,Raúl,García,Raúl García,2023,621,raul-garcia,Spain,Zizur Mayor,Spain,1986-07-11,Centre-Forward,Attack,right,184.0,,Bahía Internacional,https://img.a.transfermarkt.technology/portrait/header/34601-1709676479.png?lm=1,https://www.transfermarkt.co.uk/raul-garcia/profil/spieler/34601,ES1,Athletic Bilbao,1500000.0,16000000.0,10.259447240740453,16.588099280204055
15,35207,170,131,31709,Marco,Reus,Marco Reus,2023,16,marco-reus,Germany,Dortmund,Germany,1989-05-31,Attacking Midfield,Midfield,right,180.0,2026-12-31 00:00:00,Dirk Hebel,https://img.a.transfermarkt.technology/portrait/header/35207-1716381576.jpg?lm=1,https://www.transfermarkt.co.uk/marco-reus/profil/spieler/35207,L1,Borussia Dortmund,5000000.0,50000000.0,10.364355831242005,17.72753356339242
16,38253,467,115,47788,Robert,Lewandowski,Robert Lewandowski,2023,131,robert-lewandowski,Poland,Warszawa,Poland,1988-08-21,Centre-Forward,Attack,right,185.0,2026-06-30 00:00:00,Gol International,https://img.a.transfermarkt.technology/portrait/header/38253-1701118759.jpg?lm=1,https://www.transfermarkt.co.uk/robert-lewandowski/profil/spieler/38253,ES1,FC Barcelona,15000000.0,90000000.0,10.774529840937115,18.31532022829454
17,38607,19,19,9439,Federico,Di Francesco,Federico Di Francesco,2023,1005,federico-di-francesco,Italy,Pisa,Italy,1994-06-14,Left Winger,Attack,right,171.0,2026-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/38607-1661351443.jpg?lm=1,https://www.transfermarkt.co.uk/federico-di-francesco/profil/spieler/38607,IT1,US Lecce,1400000.0,5000000.0,9.152605321324945,15.424948470398375
18,39152,145,26,19552,Radamel,Falcao,Radamel Falcao,2023,367,radamel-falcao,Colombia,Santa Marta,Colombia,1986-02-10,Centre-Forward,Attack,right,177.0,2024-12-31 00:00:00,Borja Couce,https://img.a.transfermarkt.technology/portrait/header/39152-1721184791.JPG?lm=1,https://www.transfermarkt.co.uk/radamel-falcao/profil/spieler/39152,ES1,Rayo Vallecano,800000.0,60000000.0,9.880832861971323,17.909855120186375
19,40433,156,114,30668,Alexis,Sánchez,Alexis Sánchez,2023,46,alexis-sanchez,Chile,Tocopilla,Chile,1988-12-19,Centre-Forward,Attack,right,169.0,2026-06-30 00:00:00,Vibra Futbol,https://img.a.transfermarkt.technology/portrait/header/40433-1660118147.jpg?lm=1,https://www.transfermarkt.co.uk/alexis-sanchez/profil/spieler/40433,IT1,Inter Milan,2500000.0,70000000.0,10.330975044678786,18.064005800013632
20,40613,10,12,24686,Jack,Cork,Jack Cork,2023,1132,jack-cork,England,London,England,1989-06-25,Defensive Midfield,Midfield,right,185.0,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/40613-1700672826.jpg?lm=1,https://www.transfermarkt.co.uk/jack-cork/profil/spieler/40613,GB1,Burnley FC,800000.0,15000000.0,10.113991560303875,16.523560759066484
21,40633,14,28,28131,Milan,Badelj,Milan Badelj,2023,252,milan-badelj,Jugoslawien (SFR),Zagreb,Croatia,1989-02-25,Defensive Midfield,Midfield,right,186.0,2025-06-30 00:00:00,World Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/40633-1692277462.jpg?lm=1,https://www.transfermarkt.co.uk/milan-badelj/profil/spieler/40633,IT1,Genoa CFC,800000.0,15000000.0,10.244627450087735,16.523560759066484
22,41384,82,53,22439,Marko,Arnautovic,Marko Arnautovic,2023,1025,marko-arnautovic,Austria,Wien,Austria,1989-04-19,Centre-Forward,Attack,both,190.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/41384-1716316175.jpg?lm=1,https://www.transfermarkt.co.uk/marko-arnautovic/profil/spieler/41384,IT1,Bologna FC 1909,4000000.0,35000000.0,10.018555795363802,17.37085861945369
23,42072,3,7,2817,Tobias,Kempe,Tobias Kempe,2023,105,tobias-kempe,Germany,Wesel,Germany,1989-06-27,Central Midfield,Midfield,right,184.0,2025-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/42072-1689058527.jpg?lm=1,https://www.transfermarkt.co.uk/tobias-kempe/profil/spieler/42072,L1,SV Darmstadt 98,500000.0,1250000.0,7.943427767876373,14.038654109278484
24,42460,88,91,30459,Ivan,Perisic,Ivan Perisic,2023,148,ivan-perisic,Jugoslawien (SFR),Split,Croatia,1989-02-02,Left Winger,Attack,both,186.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/42460-1667991317.jpg?lm=1,https://www.transfermarkt.co.uk/ivan-perisic/profil/spieler/42460,GB1,Tottenham Hotspur,2000000.0,45000000.0,10.324136795969332,17.622173047734595
25,43530,39,37,20208,Adam,Lallana,Adam Lallana,2023,1237,adam-lallana,England,St Albans,England,1988-05-10,Attacking Midfield,Midfield,both,172.0,2025-06-30 00:00:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/43530-1662663337.jpg?lm=1,https://www.transfermarkt.co.uk/adam-lallana/profil/spieler/43530,GB1,Brighton & Hove Albion,1000000.0,25000000.0,9.913833844590272,17.034386382832476
26,44466,16,19,17938,Sebastian,Rode,Sebastian Rode,2023,24,sebastian-rode,Germany,Seeheim-Jugenheim,Germany,1990-10-11,Central Midfield,Midfield,right,179.0,,Cosmos Sports,https://img.a.transfermarkt.technology/portrait/header/44466-1663064900.jpg?lm=1,https://www.transfermarkt.co.uk/sebastian-rode/profil/spieler/44466,L1,Eintracht Frankfurt,1000000.0,10000000.0,9.794676646677948,16.11809565095832
27,45660,84,40,18470,Eric-Maxim,Choupo-Moting,Eric-Maxim Choupo-Moting,2023,27,eric-maxim-choupo-moting,Germany,Hamburg,Cameroon,1989-03-23,Centre-Forward,Attack,right,191.0,,ROGON,https://img.a.transfermarkt.technology/portrait/header/45660-1667830186.jpg?lm=1,https://www.transfermarkt.co.uk/eric-maxim-choupo-moting/profil/spieler/45660,L1,Bayern Munich,2500000.0,10000000.0,9.823903073193286,16.11809565095832
28,46413,68,8,13633,Ante,Budimir,Ante Budimir,2023,331,ante-budimir,Jugoslawien (SFR),Zenica,Croatia,1991-07-22,Centre-Forward,Attack,left,190.0,2027-06-30 00:00:00,MG MEDIATOR TRANSFER,https://img.a.transfermarkt.technology/portrait/header/46413-1665055952.jpg?lm=1,https://www.transfermarkt.co.uk/ante-budimir/profil/spieler/46413,ES1,CA Osasuna,5000000.0,15000000.0,9.520248603186129,16.523560759066484
29,46580,142,57,23283,Andrej,Kramaric,Andrej Kramaric,2023,533,andrej-kramaric,Jugoslawien (SFR),Zagreb,Croatia,1991-06-19,Centre-Forward,Attack,right,177.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/46580-1657201316.jpg?lm=1,https://www.transfermarkt.co.uk/andrej-kramaric/profil/spieler/46580,L1,TSG 1899 Hoffenheim,5000000.0,38000000.0,10.055478759522249,17.45309671769066
30,51152,70,25,15000,Aleksandar,Mitrović,Aleksandar Mitrović,2023,931,aleksandar-mitrovic,Yugoslavia (Republic),Smederevo,Serbia,1994-09-16,Centre-Forward,Attack,right,189.0,2026-06-30 00:00:00,Gol International,https://img.a.transfermarkt.technology/portrait/header/51152-1697050954.png?lm=1,https://www.transfermarkt.co.uk/aleksandar-mitrovic/profil/spieler/51152,GB1,Fulham FC,28000000.0,28000000.0,9.615805480084347,17.14771506813948
31,51174,17,22,29904,,Fernando,Fernando,2023,368,fernando,Brazil,Brasília,Brazil,1987-07-25,Defensive Midfield,Midfield,right,183.0,2025-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/51174-1554903963.jpg?lm=1,https://www.transfermarkt.co.uk/fernando/profil/spieler/51174,ES1,Sevilla FC,2000000.0,17500000.0,10.305747529695344,16.67771143889374
32,51471,20,35,28482,Mateo,Kovacic,Mateo Kovacic,2023,281,mateo-kovacic,Austria,Linz,Croatia,1994-05-06,Central Midfield,Midfield,right,177.0,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/51471-1682668192.jpg?lm=1,https://www.transfermarkt.co.uk/mateo-kovacic/profil/spieler/51471,GB1,Manchester City,30000000.0,45000000.0,10.257027587779373,17.622173047734595
33,51736,14,2,2670,Marco,Mancosu,Marco Mancosu,2023,1390,marco-mancosu,Italy,Cagliari,Italy,1988-08-22,Attacking Midfield,Midfield,right,177.0,,Kael Grimaldi,https://img.a.transfermarkt.technology/portrait/header/51736-1596031682.jpg?lm=1,https://www.transfermarkt.co.uk/marco-mancosu/profil/spieler/51736,IT1,Cagliari Calcio,400000.0,3000000.0,7.8898337513942955,14.914122846632385
34,52769,80,93,30285,,Willian,Willian,2023,931,willian,Brazil,Ribeirão Pires,Brazil,1988-08-09,Left Winger,Attack,right,175.0,,Sports Invest UK ltd,https://img.a.transfermarkt.technology/portrait/header/52769-1689660540.jpg?lm=1,https://www.transfermarkt.co.uk/willian/profil/spieler/52769,GB1,Fulham FC,3000000.0,50000000.0,10.318407819415048,17.72753356339242
35,53360,58,22,15896,Jay,Rodríguez,Jay Rodríguez,2023,1132,jay-rodriguez,England,Burnley,England,1989-07-29,Centre-Forward,Attack,right,185.0,2025-06-30 00:00:00,Beswicks Sports Ltd,https://img.a.transfermarkt.technology/portrait/header/53360-1700672990.jpg?lm=1,https://www.transfermarkt.co.uk/jay-rodriguez/profil/spieler/53360,GB1,Burnley FC,1000000.0,13000000.0,9.673822784231653,16.38045991542581
36,53418,19,40,24102,Kevin,Kampl,Kevin Kampl,2023,23826,kevin-kampl,Germany,Solingen,Slovenia,1990-10-09,Central Midfield,Midfield,right,178.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/53418-1696919483.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-kampl/profil/spieler/53418,L1,RB Leipzig,3500000.0,22000000.0,10.090050103587338,16.90655301132259
37,53622,76,67,33537,İlkay,Gündoğan,İlkay Gündoğan,2023,131,ilkay-gundogan,Germany,Gelsenkirchen,Germany,1990-10-24,Central Midfield,Midfield,right,180.0,2026-06-30 00:00:00,KIN Partners,https://img.a.transfermarkt.technology/portrait/header/53622-1689683568.jpg?lm=1,https://www.transfermarkt.co.uk/ilkay-gundogan/profil/spieler/53622,ES1,FC Barcelona,15000000.0,50000000.0,10.420404585938435,17.72753356339242
38,54235,56,56,29316,Iker,Muniain,Iker Muniain,2023,621,iker-muniain,Spain,Pamplona,Spain,1992-12-19,Attacking Midfield,Midfield,right,169.0,,Jesus Medina Martin,https://img.a.transfermarkt.technology/portrait/header/54235-1709676073.png?lm=1,https://www.transfermarkt.co.uk/iker-muniain/profil/spieler/54235,ES1,Athletic Bilbao,5000000.0,22000000.0,10.28588872104574,16.90655301132259
39,54383,5,5,5628,John,Fleck,John Fleck,2023,350,john-fleck,Scotland,Glasgow,Scotland,1991-08-24,Central Midfield,Midfield,left,169.0,,,https://img.a.transfermarkt.technology/portrait/header/54383-1564147661.jpg?lm=1,https://www.transfermarkt.co.uk/john-fleck/profil/spieler/54383,GB1,Sheffield United,900000.0,8000000.0,8.63550941823428,15.89495209964411
40,55099,13,22,25663,Nicolas,Höfler,Nicolas Höfler,2023,60,nicolas-hofler,Germany,Überlingen,Germany,1990-03-09,Defensive Midfield,Midfield,right,181.0,,,https://img.a.transfermarkt.technology/portrait/header/55099-1658412737.jpg?lm=1,https://www.transfermarkt.co.uk/nicolas-hofler/profil/spieler/55099,L1,SC Freiburg,2000000.0,4500000.0,10.1528055448198,15.319587954740548
41,55735,128,122,37071,Henrikh,Mkhitaryan,Henrikh Mkhitaryan,2023,46,henrikh-mkhitaryan,UdSSR,Yerevan,Armenia,1989-01-21,Central Midfield,Midfield,both,177.0,2026-06-30 00:00:00,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/55735-1664973670.jpg?lm=1,https://www.transfermarkt.co.uk/henrikh-mkhitaryan/profil/spieler/55735,IT1,Inter Milan,6000000.0,37000000.0,10.520590271772301,17.4264284706085
42,55742,3,5,7692,Harry,Arter,Harry Arter,2023,703,harry-arter,England,London,Ireland,1989-12-28,Central Midfield,Midfield,left,177.0,,,https://img.a.transfermarkt.technology/portrait/header/55742-1700648169.jpg?lm=1,https://www.transfermarkt.co.uk/harry-arter/profil/spieler/55742,GB1,Nottingham Forest,400000.0,7000000.0,8.94793610670867,15.761420707019587
43,57280,68,57,29018,Giacomo,Bonaventura,Giacomo Bonaventura,2023,430,giacomo-bonaventura,Italy,San Severino Marche,Italy,1989-08-22,Central Midfield,Midfield,right,180.0,2025-06-30 00:00:00,Team Raiola,https://img.a.transfermarkt.technology/portrait/header/57280-1707150976.jpg?lm=1,https://www.transfermarkt.co.uk/giacomo-bonaventura/profil/spieler/57280,IT1,ACF Fiorentina,3000000.0,24000000.0,10.27567160607563,16.99356438831222
44,57598,2,2,3856,Klaus,Gjasula,Klaus Gjasula,2023,105,klaus-gjasula,Albania,Tiranë,Albania,1989-12-14,Defensive Midfield,Midfield,both,190.0,,,https://img.a.transfermarkt.technology/portrait/header/57598-1689058178.jpg?lm=1,https://www.transfermarkt.co.uk/klaus-gjasula/profil/spieler/57598,L1,SV Darmstadt 98,400000.0,900000.0,8.257385655730436,13.710150042306449
45,58358,171,195,35697,Thomas,Müller,Thomas Müller,2023,27,thomas-muller,Germany,Weilheim in Oberbayern,Germany,1989-09-13,Second Striker,Attack,right,185.0,2025-06-30 00:00:00,Kögl & Partner GmbH,https://img.a.transfermarkt.technology/portrait/header/58358-1683890647.jpg?lm=1,https://www.transfermarkt.co.uk/thomas-muller/profil/spieler/58358,L1,Bayern Munich,8000000.0,75000000.0,10.482821930623263,18.132998671500584
46,58396,1,4,5546,Christian,Groß,Christian Groß,2023,86,christian-gross,Germany,Bremen,Germany,1989-02-08,Defensive Midfield,Midfield,both,182.0,,DLT Sports Group,https://img.a.transfermarkt.technology/portrait/header/58396-1660208099.jpg?lm=1,https://www.transfermarkt.co.uk/christian-gross/profil/spieler/58396,L1,SV Werder Bremen,300000.0,500000.0,8.620832226175724,13.122363377404328
47,59323,99,12,16987,Cristhian,Stuani,Cristhian Stuani,2023,12321,cristhian-stuani,Uruguay,Tala,Uruguay,1986-10-12,Centre-Forward,Attack,right,184.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/59323-1471947246.jpg?lm=1,https://www.transfermarkt.co.uk/cristhian-stuani/profil/spieler/59323,ES1,Girona FC,1800000.0,10000000.0,9.74020362461931,16.11809565095832
48,59561,76,94,44305,Dani,Parejo,Dani Parejo,2023,1050,dani-parejo,Spain,Coslada,Spain,1989-04-16,Central Midfield,Midfield,right,182.0,2026-06-30 00:00:00,AC Talent,https://img.a.transfermarkt.technology/portrait/header/59561-1688725780.jpg?lm=1,https://www.transfermarkt.co.uk/dani-parejo/profil/spieler/59561,ES1,Villarreal CF,2500000.0,35000000.0,10.698852816481402,17.37085861945369
49,60444,37,53,25777,Thiago,Alcántara,Thiago Alcántara,2023,31,thiago-alcantara,Italy,San Pietro Vernotico,Spain,1991-04-11,Central Midfield,Midfield,right,174.0,,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/60444-1694703091.jpg?lm=1,https://www.transfermarkt.co.uk/thiago-alcantara/profil/spieler/60444,GB1,Liverpool FC,10000000.0,70000000.0,10.157237900443238,18.064005800013632
50,60957,20,12,5993,Sebastian,Polter,Sebastian Polter,2023,105,sebastian-polter,Germany,Wilhelmshaven,Germany,1991-04-01,Centre-Forward,Attack,right,192.0,,Cosmos Sports,https://img.a.transfermarkt.technology/portrait/header/60957-1657109026.jpg?lm=1,https://www.transfermarkt.co.uk/sebastian-polter/profil/spieler/60957,L1,SV Darmstadt 98,500000.0,2250000.0,8.698347400458186,14.626440774180603
51,61253,92,89,31917,José,Callejón,José Callejón,2023,16795,jose-callejon,Spain,Motril,Spain,1987-02-11,Right Winger,Attack,right,178.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/61253-1602070711.jpg?lm=1,https://www.transfermarkt.co.uk/jose-callejon/profil/spieler/61253,ES1,Granada CF,800000.0,25000000.0,10.370894062184476,17.034386382832476
52,61842,33,46,21619,Andros,Townsend,Andros Townsend,2023,1031,andros-townsend,England,London,England,1991-07-16,Right Winger,Attack,left,181.0,2026-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/61842-1708345970.jpg?lm=1,https://www.transfermarkt.co.uk/andros-townsend/profil/spieler/61842,GB1,Luton Town,1800000.0,15000000.0,9.981327836654465,16.523560759066484
53,63494,33,19,29064,Étienne,Capoue,Étienne Capoue,2023,1050,etienne-capoue,France,Niort,France,1988-07-11,Defensive Midfield,Midfield,right,189.0,,,https://img.a.transfermarkt.technology/portrait/header/63494-1455120745.jpg?lm=1,https://www.transfermarkt.co.uk/etienne-capoue/profil/spieler/63494,ES1,Villarreal CF,1500000.0,13000000.0,10.277255573901037,16.38045991542581
54,64793,69,15,13875,Leonardo,Pavoletti,Leonardo Pavoletti,2023,1390,leonardo-pavoletti,Italy,Livorno,Italy,1988-11-26,Centre-Forward,Attack,right,188.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/64793-1634222930.jpg?lm=1,https://www.transfermarkt.co.uk/leonardo-pavoletti/profil/spieler/64793,IT1,Cagliari Calcio,800000.0,13000000.0,9.537843938614635,16.38045991542581
55,65278,107,78,29111,,Pedro,Pedro,2023,398,pedro,Spain,Santa Cruz de Tenerife,Spain,1987-07-28,Right Winger,Attack,both,167.0,2025-06-30 00:00:00,Bahía Internacional,https://img.a.transfermarkt.technology/portrait/header/65278-1695027154.jpg?lm=1,https://www.transfermarkt.co.uk/pedro/profil/spieler/65278,IT1,SS Lazio,1000000.0,30000000.0,10.278871388605838,17.216707939626428
56,66100,10,5,26179,Oriol,Romeu,Oriol Romeu,2023,131,oriol-romeu,Spain,Ulldecona,Spain,1991-09-24,Defensive Midfield,Midfield,right,183.0,2025-06-30 00:00:00,MagicPlayers,https://img.a.transfermarkt.technology/portrait/header/66100-1701118491.jpg?lm=1,https://www.transfermarkt.co.uk/oriol-romeu/profil/spieler/66100,ES1,FC Barcelona,2000000.0,12000000.0,10.172712841637342,16.300417207752275
57,66934,19,17,29413,Cheikhou,Kouyaté,Cheikhou Kouyaté,2023,703,cheikhou-kouyate,Senegal,Dakar,Senegal,1989-12-21,Defensive Midfield,Midfield,right,189.0,,,https://img.a.transfermarkt.technology/portrait/header/66934-1700739079.jpg?lm=1,https://www.transfermarkt.co.uk/cheikhou-kouyate/profil/spieler/66934,GB1,Nottingham Forest,1000000.0,12000000.0,10.289192032466138,16.300417207752275
58,67063,69,36,18805,Danny,Welbeck,Danny Welbeck,2023,1237,danny-welbeck,England,Manchester,England,1990-11-26,Centre-Forward,Attack,right,185.0,2026-06-30 00:00:00,Prodigy Sports Group,https://img.a.transfermarkt.technology/portrait/header/67063-1700673547.jpg?lm=1,https://www.transfermarkt.co.uk/danny-welbeck/profil/spieler/67063,GB1,Brighton & Hove Albion,5000000.0,18000000.0,9.841878070904437,16.70588231586044
59,67082,36,53,18600,,Vitolo,Vitolo,2023,13,vitolo,Spain,Las Palmas de Gran Canaria,Spain,1989-11-02,Left Winger,Attack,right,184.0,,Bahía Internacional,https://img.a.transfermarkt.technology/portrait/header/67082-1447240446.jpg?lm=1,https://www.transfermarkt.co.uk/vitolo/profil/spieler/67082,ES1,Atlético de Madrid,100000.0,30000000.0,9.830916859701293,17.216707939626428
60,67556,19,12,8005,Milan,Djuric,Milan Djuric,2023,2919,milan-djuric,Jugoslawien (SFR),Tuzla,Bosnia-Herzegovina,1990-05-22,Centre-Forward,Attack,right,199.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/67556-1628670733.jpg?lm=1,https://www.transfermarkt.co.uk/milan-djuric/profil/spieler/67556,IT1,AC Monza,1500000.0,1500000.0,8.987821625430815,14.22097566607244
61,67808,6,12,9396,Borja,García,Borja García,2023,12321,borja-garcia,Spain,Torremocha de Jarama,Spain,1990-11-02,Attacking Midfield,Midfield,right,175.0,,,https://img.a.transfermarkt.technology/portrait/header/67808-1498754029.jpg?lm=1,https://www.transfermarkt.co.uk/borja-garcia/profil/spieler/67808,ES1,Girona FC,800000.0,8000000.0,9.148039345778804,15.89495209964411
62,68864,24,44,21008,Kevin,Strootman,Kevin Strootman,2023,252,kevin-strootman,Netherlands,Ridderkerk,Netherlands,1990-02-13,Central Midfield,Midfield,left,186.0,,SEG,https://img.a.transfermarkt.technology/portrait/header/68864-1661426336.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-strootman/profil/spieler/68864,IT1,Genoa CFC,800000.0,28000000.0,9.952658596542577,17.14771506813948
63,69633,92,132,35688,Christian,Eriksen,Christian Eriksen,2023,985,christian-eriksen,Denmark,Middelfart,Denmark,1992-02-14,Central Midfield,Midfield,right,182.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/69633-1718628122.jpg?lm=1,https://www.transfermarkt.co.uk/christian-eriksen/profil/spieler/69633,GB1,Manchester United,8000000.0,100000000.0,10.4825697768081,18.420680743952367
